gen,avg_fitness,std_fitness,best_of_gen
0,75.2942,26.06554588647627,106.82
1,82.2524,22.02337663120712,107.0
2,90.26720000000002,18.705132882714306,107.0
3,93.01439999999998,16.46282310662421,107.0
4,97.0232,12.874512097939869,107.0
5,93.2516,17.99376318172494,107.0
6,94.8458,16.063212952582063,107.0
7,95.027,19.01819263231919,107.0
8,96.03119999999998,16.526435627805533,107.0
9,93.72939999999998,20.43737350150455,107.0
10,96.384,16.757810835547705,107.0
11,93.6902,20.501997657789353,107.0
12,94.8088,19.279858779565785,107.0
13,96.68699999999998,14.63077342453228,107.0
14,94.99359999999996,19.109554862424194,107.0
15,97.84019999999998,14.748184836107798,107.0
16,99.0828,14.650035363779844,107.0
17,96.6298,17.46345498347907,107.0
18,97.59819999999998,17.676552173995923,107.0
19,97.58399999999996,18.717772089647852,107.0
20,97.8778,18.289794727114906,107.0
21,100.57100000000004,12.569260081643632,107.0
22,100.1242,16.038467332011496,107.0
23,100.8976,15.879621728492149,107.0
24,99.1654,14.581456951896133,107.0
25,97.5634,14.949135909476507,107.0
26,99.83620000000002,13.824490065098242,107.0
27,99.8208,13.928854632021975,107.0
28,99.2388,14.036209408526222,107.0
29,100.2806,16.415722087072506,107.0
30,98.7764,17.231769353145367,107.0
31,95.1966,22.66270523216502,107.0
32,97.313,23.390445805926827,107.0
33,99.938,18.451697916452023,107.0
34,98.7638,18.516099955444183,107.0
35,95.6004,20.040947877782628,107.0
36,99.093,16.119169054265793,107.0
37,100.4496,14.117510114747573,107.0
38,101.4798,12.944934297245393,107.0
39,99.5862,15.332296291162653,107.0
40,96.4224,19.68395941471126,107.0
41,96.0216,20.600516242075102,107.0
42,98.62980000000002,17.64384051050111,107.0
43,98.5746,15.855138941049994,107.0
44,100.82,14.515576185601454,107.0
45,97.9792,20.412767165673547,107.0
46,97.7974,17.863278905061073,107.0
47,96.9532,19.863562463969046,107.0
48,94.4788,20.25302679996252,107.0
49,97.1386,20.158511900435506,107.0
50,93.29,21.555215146223887,107.0
51,95.1636,20.736117935621408,107.0
52,98.67999999999998,17.359273947950705,107.0
53,97.9194,18.487778548003003,107.0
54,95.2698,21.317187712266364,107.0
55,97.76000000000003,17.949227504268816,107.0
56,97.88259999999998,18.45269338714541,107.0
57,93.6528,22.814523535677882,107.0
58,97.2328,16.48212134890409,107.0
59,95.4812,20.983993293937164,107.0
60,94.61200000000001,22.584769912487484,107.0
61,98.0434,18.71169752962034,107.0
62,95.3892,19.623044090048822,107.0
63,94.9238,19.445022539457238,107.0
64,96.532,14.689382560203136,107.0
65,95.5104,17.257933011806482,107.0
66,95.3586,16.845967649262537,107.0
67,94.5304,20.53163792394557,107.0
68,95.8252,20.191456930097942,107.0
69,93.68419999999998,21.71972270449142,107.0
70,98.1064,16.58361646445069,107.0
71,95.873,19.270928441567108,107.0
72,99.2712,16.142152352149328,107.0
73,98.74759999999998,17.971651182904697,107.0
74,98.8354,15.250371236137171,107.0
75,96.6122,17.258057340268632,107.0
76,97.194,16.604315944958408,107.0
77,93.6544,22.740345306085395,107.0
78,98.2494,15.788285899362224,107.0
79,98.7694,16.002442927253327,107.0
80,101.2506,12.819321184836586,107.0
81,96.837,17.30195512073708,107.0
82,97.2494,16.833147645048445,107.0
83,97.41380000000002,18.028386216186963,107.0
84,99.665,14.513999689954526,107.0
85,97.67219999999998,17.275159946003395,107.0
86,96.5792,17.15530843092015,107.0
87,97.4568,17.561488255839826,107.0
88,101.272,12.148859699576747,107.0
89,98.8336,13.369382298371155,107.0
90,99.81220000000002,17.265264294530795,107.0
