avg_fitness,best_of_gen
5.405990882687162,7.689082636937572
4.130156605245423,8.49971978003012
3.3967506012775117,8.19186551398683
2.1784793609819877,4.5954127800620554
0.6700730335845332,3.164402953416268
0.2678517876032263,0.9263627056047707
0.18626225026065515,0.20732147889808106
0.18992391884913173,0.22367890768468301
0.18748421213171396,0.20322357825673665
0.1864712184567896,0.2010579435493729
0.18764071546837066,0.21738238524378461
0.2898870120707122,2.7191855079340255
0.18496212300165085,0.19808786627985997
0.18720721942978566,0.2050869297074951
0.3083266268256244,3.1234604513085036
0.18332195438967366,0.2058961745696064
0.17494692571687306,0.1979871161930764
0.3774990163388141,2.63280502865808
0.17231215467404595,0.22266752969577341
0.17562656456561898,0.23059884812942544
0.2977986023954526,3.04776815495136
0.15991511969775152,0.23294463111653885
0.15075082960072406,0.2544733429590349
0.15525909076781774,0.2508927169341644
0.148862383435188,0.22675780985155258
0.13341167941204,0.22675780985155258
0.12608898071035549,0.22519439819966225
0.31036266277127106,2.6012980609989325
0.10789414972414413,0.18626188023755974
0.2101887687840097,2.617828017346842
0.2091969941554909,1.449617488230182
0.08801821028000963,0.1263913191646613
0.08497907773891174,0.1263913191646613
0.07298742155051559,0.12260770746841176
0.06696273521417491,0.09298026884475208
0.06044645074885816,0.08751577726736004
0.05835197446994981,0.09254966739911952
0.052580748313927415,0.07651169417368253
0.048555975173247536,0.06306116899855185
0.15236162514573026,2.587525433525674
0.037260095079118795,0.057581801883980877
0.14671516325836675,2.7575765874277534
0.02983688540916803,0.056501835907721176
0.12487341469925894,2.4782485400579763
0.013268781033098845,0.030126877015292042
0.007608030007461686,0.017624360931087768
0.014147138490274566,0.09480898125086812
0.006548201497010335,0.008855928695215898
0.03191171291380446,0.21057962186931833
0.007081856106610977,0.012991371513124239
0.27684520808906754,3.232151136243058
0.005964051332741989,0.007865183814157906
0.0060859474300934595,0.010106811313022934
0.0056769783601668955,0.007963902684423818
0.00551670498485309,0.007154689815383808
0.005532406665097837,0.009616752467153322
0.005304784316970235,0.006117281368919425
0.15558121212037004,3.2517401659382092
0.0052742409746247,0.006020984647410632
0.2169284106329913,2.5449874846127156
0.13409208570840914,3.098968583583066
0.005105198946430208,0.0053834961648076
0.005110994474875508,0.005415537217601685
0.005096511966781255,0.00536358302361295
0.005085083465448855,0.005268993117671261
0.005081226882108769,0.005203274529752111
0.005063959762337274,0.005173402576979402
0.005015051408378953,0.005426016699641156
0.1348997362292561,3.122598234150385
0.004961133095733612,0.005142455382270317
0.004947837507792041,0.005142455382270317
0.004957535587404453,0.005158721181825587
0.004961377059086096,0.005185911589727699
0.2751769205708352,3.24722653026689
0.004899749460898661,0.0052308847074766796
0.004875676304029852,0.005357585647896901
0.011887176861712293,0.11487915134869242
0.004703281130359708,0.005278322883779385
0.004712230357195739,0.005180189072757191
0.13691456008071393,3.178761687947411
0.004635662540965146,0.005375424984447097
0.004457229828430738,0.005375424984447097
0.004529187047017065,0.0062464861988371645
0.004735376409936413,0.007345172740642614
0.004408508446162991,0.007345172740642614
0.13490620872925044,3.152253380715138
0.03437803161320829,0.7522295293351147
0.0024498189222537845,0.005662951068995614
0.0014030573930267447,0.002511901283558604
0.0008411813032108325,0.00239463215932334
0.13328499831731286,3.191211722043182
0.34126186733862296,2.7278407056469303
0.000255463131537829,0.00037646812749558833
0.00022775606250139782,0.00028663489414215704
0.10710123503193063,2.286150658450883
0.1161284317915879,2.7822420280181857
0.0001969381931526589,0.00025136579028783856
0.00019396628898101417,0.00025136579028783856
0.0001920055625396581,0.00022869741740239036
0.00018880867604723997,0.0002132356150075232
