avg_fitness,best_of_gen
6.317022952354623,7.654268477502033
6.166458070242854,10.173705574659293
6.42224471580068,11.648005127378935
4.845739358963111,11.648005127378935
3.902351668437381,7.421081693473017
2.9894464339619304,6.562069890774239
0.08993211675713579,0.5862498890178114
0.055177152183709076,0.15142353890696514
0.048608889848373714,0.09153833270123757
0.1528094471250938,2.6541354727987003
0.05129593086374721,0.2026284971521446
0.03510420718031826,0.10332815021371689
0.027904834973097998,0.10332815021371689
0.14486592660697925,3.06327095273041
0.014477827103367721,0.027593850784527252
0.37281609880421557,2.8919574047752232
0.03695375007152165,0.5767108471759461
0.011788808954849461,0.02127387847783213
0.00925258652629409,0.02140394600749973
0.006799617742600035,0.01576163460728397
0.005709091940959994,0.016091419435195764
0.005697991319654279,0.008159431763858027
0.005094049471570254,0.008461341859292038
0.13762104154392926,3.1894004553080433
0.003024748538703973,0.007168526998267755
0.0016158240306799836,0.007770074070812871
0.0008684926367436377,0.0020889440628839573
0.0006930204086198858,0.0012746656433688663
0.0006208681562758223,0.0012820991605200227
0.0005626580015719954,0.0016555129663129442
0.11044216575306365,1.3201763851251767
0.0004972280159147857,0.0007484454161539311
0.11042330153036965,2.638944038496359
0.000522266689029364,0.0012583300355264448
0.0004660690550834327,0.0009003889493119921
0.0004359823944633708,0.0009932973338355744
0.0003464922598812592,0.0008260773032167101
0.00014914431002136888,0.0005745830938583829
0.10778494869856485,2.5849478991032986
0.1287991339821725,3.089723760439988
2.756011676326627e-05,7.922912964319906e-05
2.1952941026211665e-05,8.808003345750492e-05
8.068885826014357e-06,3.4101970609601295e-05
0.7789185842427356,3.224617081030598
2.3045996485985634e-06,8.441599910202768e-06
0.16021316878542832,2.5982089773315242
0.13550089706179844,3.251980696822884
1.6770172766022995e-06,2.3907945068124548e-06
1.729700022619814e-06,2.5159215373271593e-06
1.4689247448037197e-06,2.5159215373271593e-06
1.2303511545871022e-06,2.0414991657169423e-06
0.035622229482449086,0.8549064796060759
0.24236322588118142,3.235416046788274
7.696588942470347e-07,1.2793847514736e-06
7.825623932570617e-07,1.6808616050134617e-06
7.286793510807854e-07,1.4871616298428592e-06
6.60694129776355e-07,1.5268353057429351e-06
5.16617105243237e-07,9.031851182506045e-07
4.670798636752238e-07,9.031851182506045e-07
4.326601724298958e-07,7.459597637371473e-07
3.984355818609231e-07,6.305139845785845e-07
3.6257286772922726e-07,7.173144394023723e-07
2.245861464208095e-07,4.484010003302785e-07
1.5269199874860343e-07,4.123304901959557e-07
1.2660943922900478e-07,4.123304901959557e-07
0.26287353153316567,3.154481106763076
1.0574689583246293e-07,3.261572776303012e-07
0.11645464374785745,2.7949098382958373
3.440239130606907e-08,7.991063499801498e-08
0.5907713211041301,2.363085181188119
4.189527791353953e-08,1.0934828909014982e-07
3.2895974833024866e-08,6.364715021689449e-08
2.907762874926334e-08,4.238102180309511e-08
2.4526721986717348e-08,5.141844683365093e-08
2.2254968978785428e-08,5.141844683365093e-08
1.519394935793154e-08,3.6538410075337424e-08
1.4548129071793406e-08,3.6538410075337424e-08
1.515578314699913e-08,5.954672888108803e-08
6.447125352101087e-09,1.4722726593419111e-08
4.4267574790997815e-09,8.386735306231685e-09
1.9583428212399667e-09,7.876068242040901e-09
1.3944339016802587e-09,5.118860446629014e-09
9.498362096849178e-10,2.123908604545477e-09
6.346803083090435e-10,1.2381176084375056e-09
5.205219958763033e-10,1.2197109988676402e-09
4.884979828053323e-10,1.2197109988676402e-09
4.386166985170803e-10,7.700369231145032e-10
3.4939577157426055e-10,7.368403664997913e-10
0.13294652074122495,3.190716490399389
3.344422516704526e-10,5.416365134180978e-10
2.618373666033828e-10,4.687739085795783e-10
2.1249298616983955e-10,5.31394039882116e-10
0.13362404194707178,3.206977002520102
1.7068879643034052e-10,2.6178215151162476e-10
1.6960344240146696e-10,3.165507855840133e-10
0.7964441335989075,3.185776533860477
0.11670662383610668,2.8009589682195615
1.6029725694958566e-10,2.8508440053087725e-10
1.4523138247568568e-10,2.8508440053087725e-10
1.4261184825651677e-10,2.8508440053087725e-10
