avg_fitness,best_of_gen
5.8524811717871605,7.77602822708751
5.833342180847271,7.9695104891519986
5.911285965708967,8.919026837641548
5.533245103648231,7.715005809872466
5.778117670516292,8.951882287152015
4.670289657600288,10.017805617103555
3.451456889522415,10.017805617103555
3.6952414863284666,10.61616084298242
3.289139156686884,8.115567827761492
3.2000991850520477,8.494962069241264
2.289633041776753,10.484964755784794
0.4042183958242349,0.9514938921947942
0.15793933356407366,0.5105051000799432
0.08536979978169719,0.464940793579832
0.0237391821915085,0.06245818473596332
0.018397741616871688,0.048919801932676865
0.016490010618319968,0.048919801932676865
0.010465721483304158,0.028150785548181734
0.007802575779203587,0.02144515280645054
0.10951413918979706,2.580967978197162
0.002049761435271543,0.005341200291753001
0.001340117209876072,0.0036243465581091705
0.0012405215453609546,0.0032620916579770842
0.06260467734340776,1.4761398094069418
0.0009950549842681806,0.0020534160939686963
0.1227520661417345,2.9275453752896543
0.25484494819373654,2.0352447023617732
0.00033596038633006603,0.0006892370669295822
0.00023193529574235447,0.0006892370669295822
0.27086116632748186,3.2485977380961235
0.00012072058371748184,0.0004112628491594883
6.433428571517297e-05,0.0001669951369938083
4.1724633643713815e-05,6.126577980269943e-05
3.818909856345698e-05,6.73107069393275e-05
3.0466351233234452e-05,5.120281573001151e-05
3.0169048478967397e-05,7.563014168043836e-05
3.100032444140292e-05,9.858728980605136e-05
0.07394591278449036,1.774236912949395
1.828546183594663e-05,3.348270096070749e-05
1.8001136799986977e-05,3.348270096070749e-05
1.6520591709016468e-05,3.348270096070749e-05
1.3865510322563779e-05,2.2726204069289935e-05
1.3298457956167908e-05,2.577457985752929e-05
0.13259595431893612,3.182038574833506
0.13345319658666588,3.2027070814074112
7.0444813761542475e-06,1.9746432571299266e-05
0.09655000881610576,0.7723641913211385
4.18641973028618e-06,7.211949359930969e-06
3.516723689441411e-06,6.089825735688947e-06
2.8788715580319035e-06,6.110458937502727e-06
2.227828052555244e-06,4.636805990276827e-06
1.9529177239796525e-06,7.21008402182477e-06
1.105458251012455e-06,2.251098234484772e-06
9.701198956750072e-07,3.757553372896183e-06
5.670103623659865e-07,1.4650462891729887e-06
0.41826169105698313,3.157663877669663
4.757615634787271e-07,1.1522523810647556e-06
4.823735764899103e-07,1.9154545047861404e-06
0.6435306459540301,3.185209583333695
3.7188569882810424e-07,5.576889887670688e-07
0.1185870507677933,2.8460822539316273
3.058459164447432e-07,4.744581620919064e-07
2.3076338454922998e-07,3.7572123234852484e-07
2.1999731488383153e-07,4.227783603205637e-07
1.7428462613840642e-07,3.040393221631632e-07
1.6399553877851267e-07,3.981525975582656e-07
1.1843978183397515e-07,2.991972434251977e-07
8.617618426261704e-08,1.352414007449454e-07
8.299664703651881e-08,1.2713584540691159e-07
0.11488701608069467,2.757286701231575
6.36895370516773e-08,9.588625404788331e-08
5.2305393793972144e-08,8.589634648004107e-08
0.13519525206767793,3.2446849933019846
4.652800337604882e-08,7.923389278019499e-08
3.732439601833448e-08,6.618893211296495e-08
0.07610768876765706,1.8265839264290524
1.9326762856763935e-08,3.4604451304431905e-08
1.8280293575164325e-08,2.9502726039964955e-08
0.0003840138257082219,0.009215928018531105
1.7515084345850102e-08,2.469085957912398e-08
1.7382619788008924e-08,2.5731953900987037e-08
0.1354445962750949,3.250669917782972
1.6812370310740714e-08,1.991345799368105e-08
1.6349406421293604e-08,2.0723384341891915e-08
0.11858909512727796,2.84613790818532
1.4985859368247627e-08,2.069428406414886e-08
1.3894456548276443e-08,1.6759955645540003e-08
0.03581177159585991,0.8594822183182882
1.1444522958944011e-08,1.74850787182379e-08
1.0268753699212615e-08,2.254696740422446e-08
7.962009570168979e-09,1.6290823356968076e-08
0.10801651438625637,2.592396228341887
4.3953618522607485e-09,7.067914697955757e-09
0.23215665331862512,2.997379115640389
0.126957713326277,3.0469850978075255
6.830963942642635e-10,1.5590377877572337e-09
3.665894254822888e-10,1.0899694480315247e-09
7.491326077987044e-11,4.2142689338220407e-10
2.6414130142408492e-11,5.274403136468209e-11
2.198463633362735e-11,4.4295678236494496e-11
