gen,avg_fitness,std_fitness,best_of_gen
0,71.98819999999999,28.752810658438243,107.0
1,82.46220000000001,25.303033161263496,106.82
2,91.07260000000001,16.909531195157363,107.0
3,96.3874,13.486901691641414,107.0
4,98.71320000000003,13.773300321999809,107.0
5,101.038,10.866290075274081,107.0
6,102.87279999999998,7.610528244478171,107.0
7,102.4746,10.65891733901713,107.0
8,102.44499999999998,12.758469931774734,107.0
9,102.68099999999998,12.645221192213286,107.0
10,103.78859999999999,11.532315033851617,107.0
11,103.86679999999998,10.507414608741772,107.0
12,105.70639999999999,5.087541551673067,107.0
13,106.16959999999999,4.616618225497966,107.0
14,105.4112,8.07804299072492,107.0
15,105.4782,6.091118843036966,107.0
16,105.7456,7.857135396567888,107.0
17,103.13159999999999,14.578097867691792,107.0
18,100.5756,17.341687018280545,107.0
19,104.2344,10.202249195152998,107.0
20,102.92039999999999,15.584841347925233,107.0
21,102.4048,15.293704095476677,107.0
22,102.778,13.87374888052973,107.0
23,105.17399999999999,6.8160877341771355,107.0
24,105.684,6.333667499956088,107.0
