gen,avg_fitness,std_fitness,best_of_gen
0,5.2412913161441494,1.4871462303985712,7.690337044017193
1,4.632197619510696,1.7896532944113048,7.705613574620887
2,4.540663256533674,1.9827609461392126,7.705613574620887
3,2.9610990713757226,2.1478871535033828,8.03066898283773
4,1.3680065067304632,1.3700467946693116,4.571332353362525
5,0.3303061260564946,0.1437919901478213,0.5052102767381794
6,0.3045870396305898,0.3121441777667146,1.6353336689965166
7,0.5177445769575213,0.9719714923224912,3.250272963281216
8,0.2624637405780465,0.6256673532841319,3.254415292579026
9,0.48126196389558,0.6751023051973528,3.051875082978136
10,0.11920177226576767,0.09609063021017583,0.4862627648448492
11,0.06340395330767246,0.02914887625269331,0.11620893369236684
12,0.1477939076601952,0.5345884861196194,2.709481922978956
13,0.026428674355696735,0.016838439757307755,0.07769748437126411
14,0.017742826000380834,0.011607097063384206,0.053508247347320737
15,0.1370308169488806,0.5958773959532173,2.994206811850628
16,0.12927932333543715,0.5978976975043742,2.996629117892692
17,0.001826867468154969,0.0007155105900703671,0.003901843024852969
18,0.32937828256895774,0.8670147233635601,2.657822937799765
19,0.0017235153663902973,0.0007863703832350553,0.003901843024852969
20,0.127546095413588,0.6040540798310673,3.024485398166132
21,0.0012861486966171398,0.0005462185708425052,0.0028490052588705517
22,0.11066349196035737,0.5251977344016433,2.6294219183611927
23,0.000791488603086421,0.00039007882494770523,0.00148270370962722
24,0.1262449267469982,0.6037389357782065,3.0216750445993594
25,0.34812845769149475,0.9256597494529845,3.1661470309175965
26,0.11144625458837239,0.5343182832401902,2.6739467153954632
27,0.15036562755426872,0.6496695425367964,3.246765718464364
28,1.2464883386699526,1.4748543597240373,2.9915595507765684
29,6.249992945554321e-06,5.2879947622206354e-06,2.2604621151334214e-05
30,0.22114315492149203,0.7337062276569749,2.723313744310961
31,0.13460432839590672,0.6455290621592666,3.2304529539089306
32,0.13446280452282963,0.6448537250199036,3.2270726268971903
33,8.946069372702444e-07,6.361366821187919e-07,3.0764456906418047e-06
34,0.11758628986741382,0.5639196780069139,2.8220500582683283
35,0.6364263037263054,1.1086200462837659,2.998265242357754
36,0.011869920728353467,0.05692383164526388,0.28486702695843436
37,0.24265776221478288,0.8096015668292306,3.2167655037695124
38,0.2239252142450954,0.7428657492999512,2.745414516814208
39,2.2410902570750105e-07,1.2851071800885744e-07,5.64470145736351e-07
40,0.39738093963635174,0.9531223380895852,3.250700408562363
41,1.5092390330077402e-07,1.367996666785547e-07,4.826625787934802e-07
42,0.1012518449191561,0.34258670417834913,1.4498268458833548
43,0.5038157769094068,1.1265662468865631,3.022894486104573
44,0.37749994784264124,1.0014616377857772,3.1667248079434107
45,2.6367354225934985e-08,7.788470447890231e-09,5.134147729179972e-08
46,0.23819863953680454,0.76083858324063,3.2399835609605643
47,0.1282186626669032,0.6149150060531595,3.077247432854677
48,2.0179221256929242e-08,3.749093651025962e-09,2.44255358161638e-08
49,1.857228415502732e-08,5.266022484232039e-09,2.44255358161638e-08
