gen,avg_fitness,std_fitness,best_of_gen
0,75.487,25.75675575455884,107.0
1,77.7032,24.05540782776297,107.0
2,81.4078,22.920889318697917,107.0
3,83.64579999999998,23.768842680282106,107.0
4,85.8802,22.67059337467813,107.0
5,86.89759999999998,18.942728479287247,107.0
6,83.869,22.494467119716354,107.0
7,90.10399999999998,18.823465568274084,107.0
8,88.77559999999998,22.46874105596484,107.0
9,90.3824,20.04161555962992,107.0
10,85.02779999999997,21.395824432818664,107.0
11,86.7158,21.173667475428054,107.0
12,85.82440000000003,23.232691205282265,107.0
13,83.63680000000002,27.138192087167486,107.0
14,86.84360000000002,21.16243452535648,107.0
15,85.00319999999998,19.847156314192727,107.0
16,85.69200000000002,22.623288885570997,107.0
17,88.71959999999999,20.46208180611152,107.0
18,85.1382,21.093778816513648,107.0
19,85.6112,22.800081459503602,107.0
20,84.6004,22.02048464135156,107.0
21,84.72400000000002,19.735785162997697,106.82
22,85.985,18.94314701943687,107.0
23,82.6718,23.66891938302212,107.0
24,84.2694,22.94404331498701,107.0
25,80.68319999999999,24.003497031890998,107.0
26,85.3682,19.68803557392154,107.0
27,85.4666,20.00228068096236,107.0
28,86.28120000000001,20.69697539641964,107.0
29,85.29820000000002,20.74833219225102,107.0
30,82.8884,23.07888544622552,107.0
31,85.6304,25.036891577030893,107.0
32,89.79960000000004,21.070846775580712,107.0
33,89.3054,17.62229924953041,107.0
34,84.1284,25.87238113201025,107.0
35,83.78200000000002,22.996653408702755,107.0
36,84.17119999999997,23.0953315317187,107.0
37,84.64220000000002,22.78439586998084,107.0
38,85.54220000000002,21.38190447925535,107.0
39,86.65280000000001,22.0368630290248,107.0
40,86.81160000000001,22.654276978972426,107.0
41,85.2286,21.101231860723203,107.0
42,87.06820000000002,19.49727982976087,107.0
43,83.95440000000002,20.903704184665454,107.0
44,85.51060000000003,22.02279318433518,107.0
45,87.845,20.32661651628229,107.0
46,89.85320000000002,20.054172876486327,107.0
47,89.62720000000002,21.350211524947483,107.0
48,83.42739999999998,25.82668459636273,107.0
49,90.3262,22.42555501119203,107.0
50,84.98159999999999,25.97924659107727,107.0
51,86.3002,22.0079104860048,107.0
52,85.0654,21.45220284353101,107.0
53,83.2282,24.239698033597694,107.0
54,90.3244,17.38632280385936,107.0
55,87.06139999999998,22.464319843698807,107.0
56,87.07939999999998,22.08595109204039,107.0
57,87.4984,21.748657646852603,107.0
58,88.66460000000002,22.09064233651888,107.0
59,87.221,23.084760752496443,107.0
60,87.79079999999998,21.36443426257761,107.0
61,85.8004,22.05076977885353,107.0
62,89.8342,18.531809257598137,107.0
63,87.39059999999998,20.95791181487316,107.0
64,84.1182,24.12981642615625,107.0
65,89.8686,18.511492269398488,107.0
66,88.6186,19.94556657605895,107.0
67,88.29879999999999,19.02979155324619,107.0
68,86.169,23.745841299056977,107.0
