gen,avg_fitness,std_fitness,best_of_gen
0,74.76921212121214,183.052495483158,276.87272727272733
1,108.29551515151512,141.9771413206087,284.5818181818182
2,146.9931515151515,91.0421817236737,284.5818181818182
3,183.29666666666668,60.952305178816424,284.5818181818182
4,189.87509090909091,67.0964350241053,284.5818181818182
5,204.82751515151517,57.44779358370836,296.3636363636364
6,200.11072727272727,92.03757369372032,296.3636363636364
7,204.41945454545456,63.202375228785094,296.3636363636364
8,197.3848484848485,66.12231160655739,296.3636363636364
9,190.70945454545452,82.40263938741803,296.3636363636364
10,194.2210909090909,87.8233532805266,296.3636363636364
11,195.8289696969697,96.19243805944427,309.0
12,214.88339393939395,76.20431087695371,309.0
13,211.27921212121208,103.15368646098094,309.0
14,226.86648484848484,58.312210292568885,309.0
15,234.11078787878787,51.84394919204521,309.0
16,223.94321212121207,109.1594885303244,309.0
17,227.5898787878788,66.53192885147617,309.0
18,235.02854545454548,67.2729709211804,309.0
19,229.2712727272728,64.97372844864228,309.0
20,226.5198787878788,60.98723981356375,309.0
21,230.14945454545452,71.55888518052217,309.0
22,226.366,83.53909895432805,309.0
23,229.11369696969697,67.8383424369117,309.0
24,239.5977575757576,66.58658645275841,309.0
25,237.83018181818184,73.80966801169293,309.0
26,245.01333333333332,73.7457698277882,309.0
27,242.44393939393936,50.894963244457976,309.0
28,220.48090909090905,84.40061857634569,309.0
29,237.83848484848485,77.4035195958288,309.0
30,240.32800000000003,64.3043128897307,309.0
31,243.01333333333332,60.42688862021243,309.0
32,248.29745454545457,68.85178730171756,309.0
33,256.06515151515146,40.04618713944829,309.0
34,250.91496969696968,53.250322819751176,309.0
35,243.58478787878784,74.25363049374954,309.0
36,224.29496969696967,77.26392933423263,309.0
37,230.51454545454544,71.30187114152635,309.0
38,225.07321212121212,67.76071265400952,309.0
39,234.5938787878788,69.37481864135329,309.0
40,235.17472727272732,64.50205879961065,309.0
41,243.2678787878788,60.89515843064904,309.0
42,226.15139393939396,72.79246535131824,309.0
43,232.30993939393943,58.770047042685356,309.0
44,224.14224242424243,94.73369517945795,309.0
45,226.718,62.32902807692235,309.0
46,229.43448484848489,85.61881561483679,309.0
47,250.45369696969692,52.34335102323502,309.0
48,233.59139393939392,69.88254455028647,309.0
49,248.23042424242425,55.887840777090645,309.0
50,240.87012121212123,58.805512470969674,309.0
51,246.6416363636364,53.20801327178622,309.0
52,243.18145454545456,55.68511576841171,309.0
53,232.81393939393936,95.68143566515828,309.0
54,238.95218181818183,68.91378417905196,309.0
55,223.94751515151512,70.4553027484618,309.0
56,219.4462424242424,81.49104335019298,309.0
57,228.81460606060605,58.657288644983424,309.0
58,236.38145454545452,74.62642040495645,309.0
59,227.4342424242424,93.62072183317996,309.0
60,227.07169696969697,66.6289334595822,309.0
61,249.97654545454552,50.97970831420726,309.0
62,240.24084848484853,59.39086539738361,309.0
63,237.3241818181818,63.63102793501072,309.0
64,237.491393939394,57.4974685189065,309.0
65,237.69654545454551,79.56709492074425,309.0
66,230.3967272727273,85.4435355272354,309.0
67,228.03418181818185,68.36142752459972,309.0
68,235.47896969696973,66.66368442616182,309.0
69,235.8103636363636,65.45722096829779,309.0
70,240.2128484848485,54.955632722064635,309.0
71,239.62836363636364,52.530352839336246,309.0
72,233.1201818181818,63.18888708689269,309.0
73,239.17078787878788,68.82910332391855,309.0
74,237.03957575757568,60.56487303763032,309.0
