gen,avg_fitness,std_fitness,best_of_gen
0,5.385016533149215,1.4132054227690742,7.775802938536369
1,4.963849122208156,1.902120314364143,9.18365636244505
2,3.61708009841687,2.30474525899737,9.161785583690337
3,1.6829046909906078,1.8913675101834164,8.221024242267232
4,0.39840364528355116,0.6098544215951852,3.8433232161944173
5,0.2594636775270737,0.5161603853728419,3.0736752556026485
6,0.14066960894285138,0.19430488807109586,1.272133072405126
7,0.10715169084665604,0.27300585679363726,2.7236237408956936
8,0.14719883721596763,0.5240721626479279,3.120923413238796
9,0.11302722020071476,0.4112185869802875,2.7904255016696067
10,0.052691872662224845,0.29231972282030794,2.9563993721441197
11,0.10002749926859324,0.4876391124805264,2.8720692529105922
12,0.08744625004356765,0.44330967267728333,2.6072246085696986
13,0.010307312952655625,0.050863335602171954,0.5064176076915214
14,0.0020257957693833183,0.001996823691678096,0.011972380612217837
15,0.033752983162565774,0.31843422543743577,3.2017072817227654
16,0.07686995638851442,0.41929023337449656,2.755856817563011
17,0.056701636989962126,0.33710079953551114,2.711670654873164
18,0.05676010907970706,0.39699053961819536,2.9509436304131005
19,0.08694847164933506,0.49779053044071914,3.172292100820773
20,2.845672781218056e-05,2.4092752904387933e-05,0.00010366044736587199
21,0.026006242189381457,0.2586800386972703,2.5998401269074027
22,2.832536484209669e-06,2.6449198117399085e-06,1.7978407040875055e-05
23,0.03183008194983627,0.3166818835195149,3.182775038514681
24,1.7393224974604492e-06,1.1426841246645851e-06,7.697958651409209e-06
25,0.03085923179126594,0.3070357512381579,3.0858263840178997
26,2.3047583903590406e-07,2.77785694962775e-07,1.682148422776919e-06
27,0.028455711885740965,0.27636842360073016,2.7774602430333073
28,5.1191465590960664e-08,4.342864560952493e-08,1.9857513722243425e-07
29,0.03186387200004626,0.31704128155478994,3.1863847939120267
30,0.1090960365158002,0.45048957861217515,3.16637480734379
31,0.017382561447579672,0.13668498657252262,1.350262499154948
32,0.09740351929213766,0.38118385472509814,1.703085969821878
33,0.02052087696320088,0.20418012204136898,2.052087440343787
34,1.4248182900189477e-09,1.4525841457330856e-09,7.416123271042352e-09
35,7.199426654835861e-10,9.771003084523414e-10,7.134353996463005e-09
36,0.024083318070515017,0.23962598590154874,2.408331773833805
37,0.26622437214744993,0.8466484607218245,3.0860790343055915
38,0.027863197895638247,0.27723531716562483,2.7863197749162976
39,0.013303973016413461,0.03236598067210111,0.23662681033661714
40,0.7857732550367725,1.3256425294421963,3.0222048269669384
41,0.03687426215523365,0.30051647118905245,2.9319295429509222
42,0.06477485792136037,0.4534240054420152,3.238742896015467
43,0.024461601118004293,0.2433898580323809,2.446160111731832
44,0.06161661271113322,0.43132678155184645,3.1021042687169786
45,0.0627430144362011,0.4392011010509514,3.1371507217928607
46,1.8596679751681222e-13,1.8590816714139217e-13,9.916512055951898e-13
47,0.09393491882233017,0.534869857189026,3.2454662377818413
48,0.007916628781672567,0.07634357353318236,0.7671374899193322
49,0.09248164387779532,0.3246170149630794,3.1114500493873334
